,Name,Price,Address,Info
186,3 bedroom flat / apartment for rent,"25,000,000","  Victoria Island (VI), Lagos",3 Bedrooms3 Bathrooms4 Toilets2 Parking Spaces Save
187,1 bedroom mini flat (room and parlour) for rent,"1,300,000","  Budland, Ojodu, Lagos",1 Bedroom1 Bathroom2 Toilets Save
188,2 bedroom flat / apartment for rent,"3,000,000","  Orchid, Lekki, Lagos",2 Bedrooms2 Bathrooms3 Toilets2 Parking Spaces Save
189,2 bedroom flat / apartment for rent,"4,000,000","  Lekki Scheme 2 Off Abraham Adesanya Road, Ajah, Lagos",2 Bedrooms2 Bathrooms3 Toilets12 Parking Spaces Save
190,4 bedroom flat / apartment for rent,"80,000","  The Belmonte, Bourdillon Road,, Ikoyi, Lagos",4 Bedrooms4 Bathrooms5 Toilets5 Parking Spaces Save
191,2 bedroom flat / apartment for rent,"4,500,000","  Ologolo, Lekki, Lagos",2 Bedrooms2 Bathrooms3 Toilets2 Parking Spaces Save
192,Self contain (single rooms) for rent,"800,000","  Off University Of Lagos, Akoka, Yaba, Lagos",1 Bathroom1 Toilet1 Parking Space Save
193,1 bedroom mini flat (room and parlour) for rent,"800,000","  Off University Of Lagos, Akoka, Yaba, Lagos",1 Bedroom1 Bathroom1 Toilet1 Parking Space Save
194,1 bedroom mini flat (room and parlour) for rent,"500,000","  Badore, Ajah, Lagos",1 Bedroom1 Bathroom1 Toilet Save
195,1 bedroom flat / apartment for rent,"3,500,000","  Lekki County, Ikota, Lekki, Lagos",1 Bedroom1 Bathroom2 Toilets Save
196,2 bedroom flat / apartment for rent,"2,500,000","  Ologolo, Lekki, Lagos",2 Bedrooms Save
197,3 bedroom flat / apartment for rent,"12,000,000","  Lekki Phase 1, Lekki, Lagos",3 Bedrooms3 Bathrooms4 Toilets2 Parking Spaces Save
198,2 bedroom flat / apartment for rent,"2,000,000","  Lagos Business School, Sangotedo, Ajah, Lagos",2 Bedrooms3 Toilets Save
199,3 bedroom flat / apartment for rent,"7,000,000","  Nike Art Gallery Road, 3rd Roundabout, Lekki Phase 1, Lekki, Lagos",3 Bedrooms3 Bathrooms4 Toilets Save
200,3 bedroom flat / apartment for rent,"7,500,000","  Ikate, Lekki, Lagos",3 Bedrooms3 Bathrooms4 Toilets5 Parking Spaces Save
201,3 bedroom flat / apartment for rent,"7,000,000","  Right, Lekki Phase 1, Lekki, Lagos",3 Bedrooms3 Bathrooms4 Toilets3 Parking Spaces Save
202,3 bedroom flat / apartment for rent,"17,000,000","  Ikoyi, Lagos",3 Bedrooms3 Bathrooms4 Toilets2 Parking Spaces Save
203,3 bedroom flat / apartment for rent,"1,700,000","  Pedro, Gbagada, Lagos",3 Bedrooms3 Bathrooms3 Toilets2 Parking Spaces Save
204,4 bedroom flat / apartment for rent,"60,000,000","  Old Ikoyi, Ikoyi, Lagos",4 Bedrooms4 Bathrooms5 Toilets Save
205,1 bedroom mini flat (room and parlour) for rent,"2,400,000","  Royal Pine Orchid Road, Lekki Phase 2, Lekki, Lagos",1 Bedroom Save
206,2 bedroom flat / apartment for rent,"17,000,000","  Sapphire Tower Blue Water Garden Lekki Right, Oniru, Victoria Island (VI), Lagos",2 Bedrooms3 Bathrooms3 Toilets Save
207,2 bedroom flat / apartment for rent,"30,000,000","  Old Ikoyi, Ikoyi, Lagos",2 Bedrooms2 Bathrooms3 Toilets Save
208,3 bedroom flat / apartment for rent,"20,000,000","  Old Ikoyi, Ikoyi, Lagos",3 Bedrooms3 Bathrooms4 Toilets Save
209,3 bedroom flat / apartment for rent,"20,000,000","  Ikoyi, Lagos",3 Bedrooms3 Bathrooms4 Toilets Save
210,2 bedroom flat / apartment for rent,"4,000,000","  Lekki Scheme 2 Off Abraham Adesanya Road, Ajah, Lagos",2 Bedrooms2 Bathrooms3 Toilets12 Parking Spaces Save
211,2 bedroom flat / apartment for rent,"135,000,000","  Oniru, Victoria Island (VI), Lagos",2 Bedrooms2 Bathrooms3 Toilets Save
212,3 bedroom flat / apartment for rent,"30,000,000","  Adeola Odeku, Victoria Island (VI), Lagos",3 Bedrooms3 Bathrooms4 Toilets Save
213,4 bedroom flat / apartment for rent,"35,000,000","  Banana Island, Ikoyi, Lagos",4 Bedrooms4 Bathrooms5 Toilets Save
214,1 bedroom mini flat (room and parlour) for rent,"950,000","  Greenland Estate, Ogombo, Ajah, Lagos",1 Bedroom2 Bathrooms2 Toilets1 Parking Space Save
215,4 bedroom flat / apartment for rent,"4,000,000","  Orchid Road, Lekki Phase 2, Lekki, Lagos",4 Bedrooms Save
216,1 bedroom mini flat (room and parlour) for rent,"3,500,000","  Lekki Phase 1, Lekki, Lagos",1 Bedroom1 Bathroom2 Toilets8 Parking Spaces Save
217,3 bedroom flat / apartment for rent,"2,200,000","  Off Ajayi Road, Ogba, Ikeja, Lagos",3 Bedrooms3 Bathrooms4 Toilets Save
218,2 bedroom flat / apartment for rent,"4,000,000","  Conservation Road, Lekki Expressway, Lekki, Lagos",2 Bedrooms Save
219,1 bedroom mini flat (room and parlour) for rent,"5,000,000","  Norman William, Ikoyi, Lagos",1 Bedroom1 Bathroom2 Toilets1 Parking Space Save
220,Self contain (single rooms) for rent,"1,000,000","  Orchid Road, Lekki Phase 2, Lekki, Lagos",1 Bathroom1 Toilet1 Parking Space Save
221,Self contain (single rooms) for rent,"2,500,000","  Off Hakeem Dickson, Lekki Phase 1, Lekki, Lagos",1 Bathroom1 Toilet1 Parking Space Save
222,1 bedroom mini flat (room and parlour) for rent,"550,000","  Abijo, Palmsbay Estate, Ajah, Lagos",1 Bedroom1 Bathroom1 Toilet1 Parking Space Save
223,2 bedroom flat / apartment for rent,"600,000","  Near Abiodun, Ojodu, Lagos",2 Bedrooms1 Bathroom1 Toilet5 Parking Spaces Save
224,1 bedroom mini flat (room and parlour) for rent,"3,500,000","  Off Admiralty Way, Lekki Phase 1, Lekki, Lagos",1 Bedroom1 Bathroom2 Toilets1 Parking Space Save
225,1 bedroom mini flat (room and parlour) for rent,"750,000","  Fidiso Estate By Kingdom Hall Bus Stop, Sangotedo, Ajah, Lagos",1 Bedroom2 Bathrooms2 Toilets8 Parking Spaces Save
226,2 bedroom flat / apartment for rent,"900,000","  Off Global By Green Springs School, Awoyaya, Ibeju Lekki, Lagos",2 Bedrooms3 Bathrooms3 Toilets8 Parking Spaces Save
227,3 bedroom flat / apartment for rent,"7,000,000","  By Nike Art Gallery, Ikate, Lekki, Lagos",3 Bedrooms3 Bathrooms4 Toilets2 Parking Spaces Save
228,2 bedroom flat / apartment for rent,"900,000","  Ologunfe By Leadfort Sch, Awoyaya, Ibeju Lekki, Lagos",2 Bedrooms3 Bathrooms3 Toilets8 Parking Spaces Save
229,1 bedroom mini flat (room and parlour) for rent,"700,000","  Abijo, Oakwood Estate, Ajah, Lagos",1 Bedroom1 Bathroom2 Toilets1 Parking Space Save
230,3 bedroom flat / apartment for rent,"1,000,000","  Ologunfe By Leadfort Sch, Awoyaya, Ibeju Lekki, Lagos",3 Bedrooms4 Bathrooms4 Toilets8 Parking Spaces Save
231,2 bedroom flat / apartment for rent,"4,000,000","  Lekki Scheme 2 Off Abraham Adesanya Road, Ajah, Lagos",2 Bedrooms2 Bathrooms3 Toilets12 Parking Spaces Save
232,3 bedroom flat / apartment for rent,"2,000,000","  Lbs, Abraham Adesanya, Ajah, Lagos",3 Bedrooms3 Bathrooms4 Toilets Save
233,Self contain (single rooms) for rent,"1,300,000","  Chevron Drive,paradise 3 Estate, Lekki Expressway, Lekki, Lagos",1 Bathroom1 Toilet1 Parking Space Save
234,3 bedroom flat / apartment for rent,"4,000,000","  Ajao Estate, Maryland, Lagos",3 Bedrooms4 Bathrooms4 Toilets4 Parking Spaces Save
235,3 bedroom flat / apartment for rent,"7,000,000","  By Petrocam Filling Station,lekki Right,lagos Nigeria, Lekki Phase 1, Lekki, Lagos",3 Bedrooms Save
236,Self contain (single rooms) for rent,"600,000","  Fijiso Estate Abijo, Ibeju Lekki, Lagos",1 Bathroom1 Toilet10 Parking Spaces150 sqm Total Area Save
237,4 bedroom flat / apartment for rent,"80,000","  Old Ikoyi, Ikoyi, Lagos",4 Bedrooms4 Bathrooms5 Toilets2 Parking Spaces Save
238,3 bedroom flat / apartment for rent,"150,000","  Olori Mojosola Oniokoyi Estate, Ikoyi, Lagos",3 Bedrooms Save
239,2 bedroom flat / apartment for rent,"2,500,000","  After Lbs, Ajah, Lagos",2 Bedrooms3 Bathrooms3 Toilets10 Parking Spaces Save
240,2 bedroom flat / apartment for rent,"2,000,000","  Meridian Park Estate, Awoyaya, Ibeju, Lagos",2 Bedrooms3 Bathrooms3 Toilets1 Parking Space Save
241,4 bedroom flat / apartment for rent,"80,000","  Belmonte, Bourdillon Road, Old Ikoyi, Ikoyi, Lagos",4 Bedrooms4 Bathrooms5 Toilets Save
242,3 bedroom flat / apartment for rent,"14,000,000","  Victoria Island (VI), Lagos",3 Bedrooms3 Bathrooms4 Toilets2 Parking Spaces Save
243,Self contain (single rooms) for rent,"250,000","  Abijo, Oluwa, Ajah, Lagos",1 Bathroom1 Toilet1 Parking Space Save
244,3 bedroom flat / apartment for rent,"65,000,000","  Ikoyi, Lagos",3 Bedrooms4 Bathrooms4 Toilets4 Parking Spaces Save
245,3 bedroom flat / apartment for rent,"850,000","  Off Isawo Road Asolo Bus Stop, Agric, Ikorodu, Lagos",3 Bedrooms2 Bathrooms3 Toilets3 Parking Spaces Save
246,2 bedroom flat / apartment for rent,"4,200,000","  Ologolo, Lekki, Lagos",2 Bedrooms2 Bathrooms3 Toilets2 Parking Spaces Save
247,2 bedroom flat / apartment for rent,"6,000,000","  Ikate, Lekki, Lagos",2 Bedrooms2 Bathrooms3 Toilets Save
248,3 bedroom flat / apartment for rent,"1,500,000","  Fadiya Street, Ketu, Lagos",3 Bedrooms Save
249,3 bedroom flat / apartment for rent,"5,000,000","  GRA Phase 2, Magodo, Lagos",3 Bedrooms3 Bathrooms4 Toilets Save
250,3 bedroom flat / apartment for rent,"45,000,000","  Old Ikoyi, Ikoyi, Lagos",3 Bedrooms Save
251,Self contain (single rooms) for rent,"1,300,000","  Salem, Lekki, Lagos",1 Bathroom2 Parking Spaces Save
252,1 bedroom flat / apartment for rent,"600,000","  Ikoyi, Lagos",1 Bedroom1 Bathroom Save
253,1 bedroom mini flat (room and parlour) for rent,"2,000,000","  Lake View Estate, Opposite Vgc Shopping Complex, VGC, Lekki, Lagos",1 Bedroom1 Bathroom1 Toilet1 Parking Space Save
254,2 bedroom flat / apartment for rent,"2,000,000","  Off Market Square, Ago Palace, Isolo, Lagos",2 Bedrooms3 Bathrooms3 Toilets Save
255,3 bedroom flat / apartment for rent,"22,000,000","  Ikeja GRA, Ikeja, Lagos",3 Bedrooms3 Bathrooms4 Toilets Save
256,2 bedroom flat / apartment for rent,"10,000,000","  Lekki Phase 1, Lekki, Lagos",2 Bedrooms2 Bathrooms3 Toilets Save
257,1 bedroom mini flat (room and parlour) for rent,"500,000","  Ishaga Street, Ojodu, Lagos",1 Bedroom Save
258,1 bedroom mini flat (room and parlour) for rent,"6,000,000","  Ikoyi, Lagos",1 Bedroom1 Bathroom2 Toilets Save
259,3 bedroom flat / apartment for rent,"7,000,000","  Lekki Phase 1, Lekki, Lagos",3 Bedrooms3 Bathrooms4 Toilets Save
260,3 bedroom flat / apartment for rent,"7,000,000","  Lekki Phase 1, Lekki, Lagos",3 Bedrooms3 Bathrooms4 Toilets2 Parking Spaces Save
261,3 bedroom flat / apartment for rent,"2,500,000","  Opic, Isheri North, Lagos",3 Bedrooms3 Bathrooms4 Toilets Save
262,1 bedroom mini flat (room and parlour) for rent,"700,000","  Aiyeteju Close To Eleko Junction, Ibeju Lekki, Lagos",1 Bedroom1 Bathroom2 Toilets10 Parking Spaces Save
263,2 bedroom flat / apartment for rent,"2,000,000","  Isheri North, Lagos",2 Bedrooms2 Bathrooms3 Toilets Save
264,2 bedroom flat / apartment for rent,"2,000,000","  Opic, Isheri North, Lagos",2 Bedrooms2 Bathrooms3 Toilets Save
265,3 bedroom flat / apartment for rent,"18,000,000","  Banana Island, Ikoyi, Lagos",3 Bedrooms3 Bathrooms4 Toilets Save
266,2 bedroom flat / apartment for rent,"1,700,000","  Off Oriola Street, Alapere, Ketu, Lagos",2 Bedrooms2 Toilets Save
267,3 bedroom flat / apartment for rent,"5,000,000","  Greenland Estate Arowojobe Estate Mende Maryland ., Maryland, Lagos",3 Bedrooms Save
268,1 bedroom flat / apartment for rent,"400,000","  Agunbiade Street, Ogombo, Ajah, Lagos",1 Bedroom1 Bathroom1 Toilet1 Parking Space Save
269,2 bedroom flat / apartment for rent,"8,000,000","  Ikate, Lekki, Lagos",2 Bedrooms2 Bathrooms3 Toilets4 Parking Spaces Save
270,Self contain (single rooms) for rent,"5,000,000","  Lekki Phase 1, Lekki, Lagos",2 Bathrooms1 Toilet Save
271,1 bedroom mini flat (room and parlour) for rent,"6,000,000","  Ikoyi, Lagos",1 Bedroom1 Bathroom2 Toilets Save
272,3 bedroom flat / apartment for rent,"40,000,000","  Old Ikoyi, Ikoyi, Lagos",3 Bedrooms3 Bathrooms4 Toilets Save
273,2 bedroom flat / apartment for rent,"4,000,000","  Lekki Scheme 2 Off Abraham Adesanya Road, Ajah, Lagos",2 Bedrooms2 Bathrooms3 Toilets12 Parking Spaces Save
274,2 bedroom flat / apartment for rent,"2,700,000","  Sangotedo, Ajah, Lagos",2 Bedrooms2 Bathrooms3 Toilets Save
275,3 bedroom flat / apartment for rent,"3,000,000","  By Charlie Boy Bus-stop, Pedro, Gbagada, Lagos",3 Bedrooms3 Bathrooms4 Toilets12 Parking Spaces Save
276,3 bedroom flat / apartment for rent,"7,000,000","  Millennium Estate, Gbagada, Lagos",3 Bedrooms4 Bathrooms4 Toilets2 Parking Spaces Save
277,1 bedroom mini flat (room and parlour) for rent,"750,000","  Off Idimu Rd, Isolo, Lagos",1 Bedroom Save
278,Self contain (single rooms) for rent,"2,000,000","  Oniru, Victoria Island (VI), Lagos",1 Bathroom1 Toilet Save
279,3 bedroom flat / apartment for rent,"9,000,000","  Lekki Phase 1, Lekki, Lagos",3 Bedrooms3 Bathrooms4 Toilets Save
280,3 bedroom flat / apartment for rent,"9,000,000","  Off Admiralty Way, Lekki Phase 1, Lekki, Lagos",3 Bedrooms3 Bathrooms4 Toilets2 Parking Spaces Save
281,3 bedroom flat / apartment for rent,"8,000,000","  Parkview, Ikoyi, Lagos",3 Bedrooms3 Bathrooms4 Toilets Save
282,Self contain (single rooms) for rent,"1,200,000","  Estate Off Orchid Road Chevron, Lekki, Lagos",1 Bathroom1 Toilet1 Parking Space Save
283,2 bedroom flat / apartment for rent,"3,000,000","  Orchid Road, Ikota, Lekki, Lagos",2 Bedrooms2 Bathrooms3 Toilets Save
284,Self contain (single rooms) for rent,"1,700,000","  Estate Off Orchid Road Chevron, Lekki, Lagos",1 Bathroom1 Toilet1 Parking Space Save
285,3 bedroom flat / apartment for rent,"12,000,000","  Lekki Phase 1, Lekki, Lagos",3 Bedrooms3 Bathrooms3 Toilets Save
286,4 bedroom flat / apartment for rent,"18,000,000","  Ikoyi, Lagos",4 Bedrooms4 Bathrooms5 Toilets Save
287,Self contain (single rooms) for rent,"1,300,000","  Estate Of Orchid Road Chevron, Lekki, Lagos",1 Bathroom1 Toilet1 Parking Space Save
288,2 bedroom flat / apartment for rent,"5,500,000","  Orchid Road, Lekki Phase 2, Lekki, Lagos",2 Bedrooms2 Bathrooms3 Toilets2 Parking Spaces Save
289,1 bedroom mini flat (room and parlour) for rent,"3,000,000","  Orchid Road Chevron, Lekki, Lagos",1 Bedroom2 Bathrooms2 Toilets1 Parking Space Save
290,3 bedroom flat / apartment for rent,"7,000,000","  Lekki, Lagos",3 Bedrooms Save
291,1 bedroom mini flat (room and parlour) for rent,"600,000","  Greenville Estate, Badore, Ajah, Lagos",1 Bedroom Save
292,3 bedroom flat / apartment for rent,"12,000,000","  Shonibare Estate, Maryland, Lagos",3 Bedrooms3 Bathrooms4 Toilets1000 Parking Spaces Save
293,2 bedroom flat / apartment for rent,"10,000,000","  Oniru, Victoria Island (VI), Lagos",2 Bedrooms Save
294,2 bedroom flat / apartment for rent,"4,000,000","  Lekki Scheme 2 Off Abraham Adesanya Road, Ajah, Lagos",2 Bedrooms2 Bathrooms3 Toilets12 Parking Spaces Save
295,2 bedroom flat / apartment for rent,"12,000,000","  Lekki Phase 1, Lekki, Lagos",2 Bedrooms Save
296,2 bedroom flat / apartment for rent,"4,000,000","  Ologolo, Lekki, Lagos",2 Bedrooms2 Bathrooms3 Toilets1 Parking Space Save
297,2 bedroom flat / apartment for rent,"10,000,000","  Lekki Phase 1, Lekki, Lagos",2 Bedrooms2 Bathrooms3 Toilets2 Parking Spaces Save
298,2 bedroom flat / apartment for rent,"1,000,000","  Sangotedo, Ajah, Lagos",2 Bedrooms2 Bathrooms3 Toilets Save
299,2 bedroom flat / apartment for rent,"3,500,000","  Lagos Business School, Lekki, Lagos",2 Bedrooms2 Bathrooms3 Toilets2 Parking Spaces Save
300,1 bedroom mini flat (room and parlour) for rent,"950,000","  Ogombo, Ajah, Lagos",1 Bedroom1 Bathroom2 Toilets Save
301,2 bedroom flat / apartment for rent,"2,500,000","  Ajah, Lagos",2 Bedrooms3 Toilets Save
302,3 bedroom flat / apartment for rent,"3,600,000","  Anthony, Maryland, Lagos",3 Bedrooms Save
303,1 bedroom mini flat (room and parlour) for rent,"2,400,000","  Royal Pine Gate 1, Orchid Road, Lekki, Lagos",1 Bedroom1 Bathroom1 Toilet1 Parking Space Save
304,3 bedroom flat / apartment for rent,"25,000,000","  13, Oniru Palace Road, Oniru, Victoria Island (VI), Lagos",3 Bedrooms3 Bathrooms4 Toilets2 Parking Spaces Save
305,2 bedroom flat / apartment for rent,"3,500,000","  Extension, Harris Drive, VGC, Lekki, Lagos",2 Bedrooms2 Bathrooms3 Toilets Save
306,3 bedroom flat / apartment for rent,"35,000,000","  Off Glover Road, Old Ikoyi, Ikoyi, Lagos",3 Bedrooms3 Bathrooms4 Toilets2 Parking Spaces Save
307,1 bedroom mini flat (room and parlour) for rent,"2,000,000","  VGC, Lekki, Lagos",1 Bedroom1 Bathroom2 Parking Spaces Save
308,1 bedroom mini flat (room and parlour) for rent,"360,000","  St. Joseph Street, Osapa, Lekki, Lagos",1 Bedroom1 Bathroom2 Toilets1 Parking Space Save
309,1 bedroom flat / apartment for rent,"2,000,000","  Lekki Phase 1, Lekki, Lagos",1 Bedroom1 Bathroom1 Toilet1 Parking Space Save
310,1 bedroom mini flat (room and parlour) for rent,"320,000","  Prince Adebambo Estate, Agungi, Lekki, Lagos",1 Bedroom1 Bathroom1 Toilet1 Parking Space Save
311,3 bedroom flat / apartment for rent,"15,000,000","  Ligali Ayorinde, Victoria Island (VI), Lagos",3 Bedrooms3 Bathrooms4 Toilets Save
312,Self contain (single rooms) for rent,"1,500,000","  Awolowo South West, Ikoyi, Lagos",1 Bathroom1 Toilet Save
313,3 bedroom flat / apartment for rent,"2,300,000","  Sangotedo, Ajah, Lagos",3 Bedrooms3 Bathrooms4 Toilets2 Parking Spaces Save
314,2 bedroom flat / apartment for rent,"5,000,000","  Ikate Elegushi, Lekki, Lagos",2 Bedrooms Save
315,1 bedroom flat / apartment for rent,"600,000","  Ikoyi, Lagos",1 Bedroom1 Bathroom Save
316,3 bedroom flat / apartment for rent,"10,000,000","  Lekki Phase 1, Lekki, Lagos",3 Bedrooms3 Bathrooms3 Toilets2 Parking Spaces Save
317,2 bedroom flat / apartment for rent,"3,500,000","  Around Lagos Business School, Olokonla, Ajah, Lagos",2 Bedrooms2 Bathrooms3 Toilets Save
318,2 bedroom flat / apartment for rent,"20,000,000","  Lekki Phase 1, Lekki, Lagos",2 Bedrooms2 Bathrooms3 Toilets2 Parking Spaces Save
319,1 bedroom flat / apartment for rent,"1,500,000","  Victoria Bay Estate, Orchid, Lekki, Lagos",1 Bedroom1 Bathroom1 Toilet Save
320,2 bedroom flat / apartment for rent,"4,500,000","  Ologolo, Lekki, Lagos",2 Bedrooms2 Bathrooms3 Toilets Save
321,3 bedroom flat / apartment for rent,"2,300,000","  Sangotedo, Ajah, Lagos",3 Bedrooms Save
322,1 bedroom mini flat (room and parlour) for rent,"1,500,000","  Greenland Estate, Ogombo, Ajah, Lagos",1 Bedroom1 Bathroom2 Toilets Save
323,1 bedroom mini flat (room and parlour) for rent,"45,000,000","  Orchid Road, Lekki, Lagos",1 Bedroom1 Bathroom2 Toilets3 Parking Spaces Save
324,2 bedroom flat / apartment for rent,"5,000,000","  Ilasan, Ikate Elegushi, Lekki, Lagos",2 Bedrooms2 Bathrooms3 Toilets1 Parking Space Save
325,2 bedroom flat / apartment for rent,"1,200,000","  Unity Estate, Badore, Ajah, Lagos",2 Bedrooms2 Bathrooms3 Toilets2 Parking Spaces Save
326,2 bedroom flat / apartment for rent,"3,500,000","  Off Admiralty Way, Lekki Phase 1, Lekki, Lagos",2 Bedrooms2 Bathrooms2 Toilets1 Parking Space Save
327,3 bedroom flat / apartment for rent,"25,000,000","  Old Ikoyi, Ikoyi, Lagos",3 Bedrooms3 Bathrooms4 Toilets50 Parking Spaces Save
328,2 bedroom flat / apartment for rent,"3,000,000","  Unity Estate, Badore, Ajah, Lagos",2 Bedrooms2 Bathrooms3 Toilets2 Parking Spaces Save
329,1 bedroom mini flat (room and parlour) for rent,"2,000,000","  Opposite Eleganza Estate, VGC, Lekki, Lagos",1 Bedroom1 Bathroom2 Toilets1 Parking Space Save
330,1 bedroom mini flat (room and parlour) for rent,"3,000,000","  Chevron Alternative Route, Lekki, Lagos",1 Bedroom1 Bathroom2 Toilets1 Parking Space Save
331,2 bedroom flat / apartment for rent,"2,200,000","  Gbagada, Lagos",2 Bedrooms Save
332,2 bedroom flat / apartment for rent,"4,500,000","  Ologolo, Lekki, Lagos",2 Bedrooms2 Bathrooms3 Toilets Save
333,2 bedroom flat / apartment for rent,"5,000,000","  Off Admiralty Way, Lekki Phase 1, Lekki, Lagos",2 Bedrooms1 Bathroom1 Toilet Save
334,2 bedroom flat / apartment for rent,"2,500,000","  Green Ville Estate, Badore, Ajah, Lagos",2 Bedrooms2 Bathrooms3 Toilets2 Parking Spaces Save
335,1 bedroom flat / apartment for rent,"1,700,000","  Lekki, Lagos",1 Bedroom1 Bathroom1 Toilet1 Parking Space Save
336,2 bedroom flat / apartment for rent,"4,000,000","  Lekki Scheme 2 Off Abraham Adesanya Road, Ajah, Lagos",2 Bedrooms2 Bathrooms3 Toilets12 Parking Spaces Save
